BPOS,BVEL,DEPT,DateTime,GR,HKLD,ROP5,RPM,Run,SPPA,SWOB,Stick_RT,TFLO,TQA,Well,azi,dispEw,dispNs,dls,incl,tvd
16.0754,0.0098,2459.0,2007-10-27 21:14:51,55.5891,139.7045,35.1384,170.0,run_3,205.9339,6.6886,132.0,2968.7379,20.3987,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
16.0461,0.0097,2459.0,2007-10-27 21:14:56,59.6307,139.662,35.1384,170.0,run_3,205.6803,6.7311,132.0,2968.7379,20.3987,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.9888,0.0097,2459.0,2007-10-27 21:15:01,59.6307,139.0218,35.1349,168.0,run_3,205.7942,7.3713,132.0,2968.7379,13.0485,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.9331,0.0094,2459.0,2007-10-27 21:15:06,59.6307,139.6925,35.1349,170.0,run_3,204.7054,6.7007,132.0,3500.4522,20.0982,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.9044,0.0093,2459.0,2007-10-27 21:15:11,59.6307,139.9058,35.1349,168.0,run_3,205.145,6.4873,141.0,2968.7379,15.0453,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.8464,0.0096,2459.0,2007-10-27 21:15:16,59.6307,140.0659,35.0219,168.0,run_3,204.7507,6.3272,141.0,2968.7379,15.0453,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.7879,0.0098,2459.0,2007-10-27 21:15:21,70.355,139.7496,35.0219,168.0,run_3,205.9767,6.6436,141.0,2968.7379,11.6234,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.7588,0.0098,2459.0,2007-10-27 21:15:26,70.355,140.445,35.0219,168.0,run_3,204.6403,5.9481,141.0,2968.7379,11.6234,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
15.7002,0.0097,2459.0,2007-10-27 21:15:31,70.355,139.9941,35.001,170.0,run_3,206.2963,6.399,141.0,3500.4522,20.9332,F-4,106.24,488.6301597456,-352.5313008288,0.0037335958005249295,26.48,2332.2607152
16.9908,0.0056,2499.0,2007-10-28 00:24:36,77.215,142.2016,12.4369,155.0,run_3,204.916,4.7404,111.0,3323.2142,9.9595,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.974,0.0055,2499.0,2007-10-28 00:24:41,77.215,142.3239,12.4369,169.0,run_3,205.2946,4.6181,111.0,3323.2142,19.0697,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.9405,0.0056,2499.0,2007-10-28 00:24:46,77.215,142.4318,12.4369,169.0,run_3,205.0539,4.5102,36.0,3323.2142,19.0697,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.907,0.0056,2499.0,2007-10-28 00:24:51,77.215,142.4792,13.2562,169.0,run_3,205.4417,4.4628,36.0,3323.2142,18.9836,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.8904,0.0055,2499.0,2007-10-28 00:24:56,89.3574,142.4343,13.2562,169.0,run_3,205.2955,4.5077,36.0,3323.2142,18.9836,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.857,0.0057,2499.0,2007-10-28 00:25:01,89.3574,142.5891,13.2562,155.0,run_3,205.3165,4.3529,36.0,3323.2142,12.3356,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.8235,0.0055,2499.0,2007-10-28 00:25:06,89.3574,142.9124,13.2562,170.0,run_3,205.2662,4.0296,36.0,3500.4522,18.6953,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.8067,0.0056,2499.0,2007-10-28 00:25:11,89.3574,143.0046,13.2562,155.0,run_3,205.0167,3.9375,36.0,3323.2142,10.5559,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.7733,0.0055,2499.0,2007-10-28 00:25:16,89.3574,142.9735,13.2562,155.0,run_3,205.2449,3.9685,36.0,3323.2142,10.5559,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.7399,0.0056,2499.0,2007-10-28 00:25:21,86.85799999999998,143.1231,14.1899,170.0,run_3,205.3957,3.8189,36.0,3500.4522,20.2095,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.7232,0.0056,2499.0,2007-10-28 00:25:26,86.85799999999998,143.0942,14.1899,170.0,run_3,205.549,3.8478,36.0,3500.4522,20.2095,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.6896,0.0056,2499.0,2007-10-28 00:25:31,86.85799999999998,143.2092,14.1899,169.0,run_3,205.051,3.7328,36.0,3500.4522,19.308,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.6562,0.0056,2499.0,2007-10-28 00:25:36,86.85799999999998,143.4314,14.1899,169.0,run_3,205.0328,3.5106,66.0,3500.4522,19.308,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.6395,0.0055,2499.0,2007-10-28 00:25:41,86.85799999999998,143.3643,14.1899,155.0,run_3,204.6932,3.5778,66.0,3323.2142,13.6995,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.5933,0.0057,2499.0,2007-10-28 00:25:46,81.9656,143.1645,17.0385,169.0,run_3,205.4926,3.7775,66.0,3500.4522,24.1113,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.5347,0.0099,2499.0,2007-10-28 00:25:51,81.9656,142.6579,17.0385,155.0,run_3,205.2247,4.2841,66.0,3500.4522,14.6614,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.5053,0.0098,2499.0,2007-10-28 00:25:56,81.9656,142.5589,17.0385,170.0,run_3,205.6105,4.3832,66.0,3500.4522,17.8032,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.4467,0.0098,2499.0,2007-10-28 00:26:01,81.9656,142.0351,19.3938,155.0,run_3,205.0724,4.9069,66.0,3500.4522,17.7836,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.3887,0.0097,2499.0,2007-10-28 00:26:06,79.5726,141.9058,19.3938,155.0,run_3,204.8317,5.0362,66.0,3323.2142,17.7836,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.3599,0.0096,2499.0,2007-10-28 00:26:11,79.5726,141.5152,19.3938,169.0,run_3,205.1479,5.4268,66.0,3323.2142,18.9754,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.3018,0.0097,2499.0,2007-10-28 00:26:16,79.5726,141.2557,22.0251,169.0,run_3,204.9003,5.6863,66.0,3323.2142,18.9754,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.2439,0.0097,2499.0,2007-10-28 00:26:21,79.5726,140.9662,22.0251,170.0,run_3,205.3944,5.9758,99.0,3323.2142,19.1871,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.2149,0.0096,2499.0,2007-10-28 00:26:26,79.5726,140.9289,22.0251,170.0,run_3,204.854,6.0131,99.0,3323.2142,19.1871,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.1565,0.0097,2499.0,2007-10-28 00:26:31,91.8923,140.6814,22.0251,155.0,run_3,205.4145,6.2606,99.0,3323.2142,12.4806,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.0982,0.0097,2499.0,2007-10-28 00:26:36,91.8923,140.8587,23.1025,170.0,run_3,205.0969,6.0833,99.0,3500.4522,18.7043,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.0692,0.0097,2499.0,2007-10-28 00:26:41,91.8923,140.5598,23.1025,155.0,run_3,205.1922,6.3822,99.0,3323.2142,10.6526,F-4,105.89,506.10246983519994,-357.5623433448,0.0134448818897638,27.0,2368.3493399999998
16.3409,0.0097,2540.0,2007-10-28 02:15:31,128.0713,142.3278,35.1393,161.0,run_3,208.0284,5.1633,129.0,3500.4522,13.8281,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.2822,0.0098,2540.0,2007-10-28 02:15:36,116.3012,142.8725,35.1393,169.0,run_3,207.7717,4.6187,129.0,3500.4522,20.6219,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.253,0.0098,2540.0,2007-10-28 02:15:41,116.3012,143.0468,35.1235,161.0,run_3,207.5534,4.4443,129.0,3500.4522,11.9992,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.1943,0.0098,2540.0,2007-10-28 02:15:46,116.3012,143.3344,35.1235,161.0,run_3,207.7803,4.1568,129.0,3500.4522,11.9992,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.1356,0.0098,2540.0,2007-10-28 02:15:51,116.3012,143.7047,35.1235,161.0,run_3,207.2173,3.7865,129.0,3101.6665,15.2099,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.1063,0.0098,2540.0,2007-10-28 02:15:56,116.3012,143.9239,35.1411,161.0,run_3,208.0103,3.5672,129.0,3101.6665,15.2099,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.0479,0.0097,2540.0,2007-10-28 02:16:01,122.1153,144.2345,35.1411,169.0,run_3,207.2205,3.2567,129.0,3500.4522,18.9176,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.9893,0.0097,2540.0,2007-10-28 02:16:06,122.1153,143.9354,35.1411,169.0,run_3,207.7969,3.5558,129.0,3500.4522,18.9176,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.9601,0.0098,2540.0,2007-10-28 02:16:11,122.1153,143.9105,35.1402,161.0,run_3,207.1995,3.5807,129.0,3500.4522,13.9529,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.9015,0.0097,2540.0,2007-10-28 02:16:16,122.1153,143.3924,35.1402,170.0,run_3,207.9544,4.0988,147.0,3500.4522,18.0936,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.8429,0.0099,2540.0,2007-10-28 02:16:21,122.1153,143.4716,35.1402,161.0,run_3,207.1051,4.0195,147.0,3500.4522,11.4724,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.8137,0.0097,2540.0,2007-10-28 02:16:26,134.1691,143.3201,35.1358,161.0,run_3,208.0122,4.1711,147.0,3500.4522,11.4724,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.7551,0.0097,2540.0,2007-10-28 02:16:31,134.1691,143.8848,35.1358,170.0,run_3,206.9422,3.6064,147.0,3101.6665,23.2019,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.6966,0.0098,2540.0,2007-10-28 02:16:36,134.1691,144.2142,35.1358,170.0,run_3,207.7402,3.2769999999999997,147.0,3500.4522,23.2019,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.6673,0.0098,2540.0,2007-10-28 02:16:41,134.1691,144.2687,35.1358,161.0,run_3,207.47299999999998,3.2224,147.0,3101.6665,17.1128,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.6087,0.0097,2540.0,2007-10-28 02:16:46,134.1691,144.2977,35.1402,169.0,run_3,207.6921,3.1934,147.0,3101.6665,17.4199,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.5501,0.0098,2540.0,2007-10-28 02:16:51,131.1025,144.1975,35.1402,161.0,run_3,207.8247,3.2936,147.0,3101.6665,13.3409,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.5209,0.0098,2540.0,2007-10-28 02:16:56,131.1025,144.1789,35.1402,169.0,run_3,207.5282,3.3122,147.0,3101.6665,18.1519,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.4623,0.0097,2540.0,2007-10-28 02:17:01,131.1025,143.9099,35.141999999999996,161.0,run_3,207.5379,3.5813,99.0,3101.6665,13.3882,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.4038,0.0097,2540.0,2007-10-28 02:17:06,131.1025,143.9566,35.141999999999996,161.0,run_3,207.5081,3.5346,99.0,3101.6665,13.3882,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
15.3745,0.0098,2540.0,2007-10-28 02:17:11,131.1025,143.7007,35.141999999999996,170.0,run_3,207.4448,3.7905,99.0,3500.4522,20.1307,F-4,105.83,523.786033452,-362.5862465304,0.006981627296587929,27.28,2404.2118032
16.7215,0.0097,2580.0,2007-10-28 03:57:31,65.9589,144.7558,34.8663,168.0,run_3,208.6758,3.2846,102.0,3500.4522,11.4799,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.6629,0.0098,2580.0,2007-10-28 03:57:36,68.1393,143.9161,34.8697,169.0,run_3,209.0121,4.1243,102.0,3500.4522,20.574,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.6516,0.0089,2580.0,2007-10-28 03:57:41,68.1393,144.4303,34.8697,168.0,run_3,208.6605,3.6101,102.0,3500.4522,10.7891,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.635,0.0027,2580.0,2007-10-28 03:57:46,68.1393,145.4254,34.8697,168.0,run_3,208.6241,2.615,102.0,3500.4522,10.7891,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.6181,0.0027,2580.0,2007-10-28 03:57:51,68.1393,146.4031,34.8697,168.0,run_3,208.6184,1.6373,102.0,3500.4522,15.1746,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.6097,0.0028,2580.0,2007-10-28 03:57:56,68.1393,146.6591,34.8697,168.0,run_3,208.3107,1.3813,102.0,3500.4522,15.1746,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5931,0.0027,2580.0,2007-10-28 03:58:01,68.1393,146.9295,34.8697,169.0,run_3,208.7539,1.1109,102.0,3500.4522,18.7941,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5762,0.0029,2580.0,2007-10-28 03:58:06,68.1393,147.3559,34.8697,169.0,run_3,208.6118,0.6845,102.0,3500.4522,18.7941,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5678,0.0028,2580.0,2007-10-28 03:58:11,68.1393,147.2744,34.8697,168.0,run_3,208.8895,0.7659999999999999,45.0,3500.4522,12.3866,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5511,0.0028,2580.0,2007-10-28 03:58:16,68.1393,147.7383,29.9599,170.0,run_3,192.6737,0.3022,45.0,3500.4522,16.7817,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5343,0.0027,2580.0,2007-10-28 03:58:21,81.9656,148.299,29.9599,168.0,run_3,173.0672,-0.2586,45.0,3500.4522,13.8618,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5258,0.0028,2580.0,2007-10-28 03:58:26,81.9656,148.4355,29.9599,168.0,run_3,167.6172,-0.395,45.0,3500.4522,13.8618,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.5091,0.0027,2580.0,2007-10-28 03:58:31,81.9656,148.469,29.9599,169.0,run_3,161.9102,-0.4286,45.0,2968.7379,16.2566,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4925,0.0027,2580.0,2007-10-28 03:58:36,81.9656,148.3144,29.9599,169.0,run_3,159.3508,-0.27399999999999997,45.0,2968.7379,16.2566,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.484,0.0029,2580.0,2007-10-28 03:58:41,81.9656,148.3671,29.9599,168.0,run_3,158.7913,-0.3267,45.0,2968.7379,11.7406,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4672,0.0028,2580.0,2007-10-28 03:58:46,74.8929,148.4891,29.9599,169.0,run_3,157.8103,-0.4487,45.0,2968.7379,16.2116,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4506,0.0027,2580.0,2007-10-28 03:58:51,74.8929,147.7673,29.9599,168.0,run_3,177.5887,0.2732,45.0,2968.7379,10.9468,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4423,0.0028,2580.0,2007-10-28 03:58:56,74.8929,147.41299999999995,29.9599,168.0,run_3,187.0581,0.6274,45.0,2968.7379,10.9468,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4254,0.0029,2580.0,2007-10-28 03:59:01,74.8929,147.3363,29.9599,168.0,run_3,198.9374,0.7041,66.0,2968.7379,8.956,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4087,0.0027,2580.0,2007-10-28 03:59:06,74.8929,147.1947,29.9599,168.0,run_3,203.3537,0.8458,66.0,2968.7379,8.956,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.4004,0.0028,2580.0,2007-10-28 03:59:11,65.9589,147.0629,24.6909,170.0,run_3,205.3995,0.9775,66.0,2968.7379,16.935,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.3835,0.0028,2580.0,2007-10-28 03:59:16,65.9589,147.5295,24.6909,170.0,run_3,206.4039,0.511,66.0,2968.7379,16.935,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.3668,0.0028,2580.0,2007-10-28 03:59:21,65.9589,147.4455,24.6909,169.0,run_3,207.84099999999998,0.5949,66.0,2968.7379,17.0546,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.3585,0.0028,2580.0,2007-10-28 03:59:26,65.9589,147.7181,24.6909,169.0,run_3,201.7296,0.3224,66.0,2968.7379,17.0546,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.3417,0.0029,2580.0,2007-10-28 03:59:31,81.9656,148.1792,24.6909,168.0,run_3,179.6501,-0.1387,66.0,2968.7379,12.5788,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.3248,0.0028,2580.0,2007-10-28 03:59:36,81.9656,148.857,24.6909,169.0,run_3,166.6354,-0.8165,66.0,3278.9046,19.6698,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.3165,0.0028,2580.0,2007-10-28 03:59:41,81.9656,148.811,24.6909,168.0,run_3,163.7086,-0.7706,66.0,2968.7379,14.5077,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.2999,0.0028,2580.0,2007-10-28 03:59:46,81.9656,148.8233,24.6909,168.0,run_3,159.7965,-0.7829,54.0,2968.7379,14.5077,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.2829,0.0029,2580.0,2007-10-28 03:59:51,81.9656,148.6643,24.6909,169.0,run_3,158.5245,-0.6239,54.0,2968.7379,16.6363,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.2746,0.0028,2580.0,2007-10-28 03:59:56,81.9656,148.7085,24.6909,169.0,run_3,157.7931,-0.6681,54.0,2968.7379,16.6363,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.258,0.0028,2580.0,2007-10-28 04:00:01,81.9656,147.9945,24.6909,168.0,run_3,161.9213,0.0459,54.0,2968.7379,11.8907,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.2413,0.0028,2580.0,2007-10-28 04:00:06,81.9656,147.3686,21.0109,170.0,run_3,183.9504,0.6718,54.0,2968.7379,15.5635,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.2329,0.0029,2580.0,2007-10-28 04:00:11,81.9656,147.09,21.0109,168.0,run_3,191.6453,0.9504,54.0,2968.7379,10.5308,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.2162,0.0027,2580.0,2007-10-28 04:00:16,81.9656,147.2796,21.0109,168.0,run_3,200.3378,0.7608,54.0,2968.7379,10.5308,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1995,0.0027,2580.0,2007-10-28 04:00:21,122.1153,147.9205,21.0109,168.0,run_3,189.2541,0.12,54.0,3500.4522,11.479000000000001,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.191,0.0029,2580.0,2007-10-28 04:00:26,122.1153,148.2784,21.0109,168.0,run_3,178.2725,-0.2379,54.0,3500.4522,11.479000000000001,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1742,0.0027,2580.0,2007-10-28 04:00:31,122.1153,148.7757,21.0109,170.0,run_3,166.4583,-0.7353,54.0,2968.7379,16.7383,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1576,0.0028,2580.0,2007-10-28 04:00:36,122.1153,148.7053,21.0109,170.0,run_3,165.8135,-0.6649,48.0,3190.2856,16.7383,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1492,0.0028,2580.0,2007-10-28 04:00:41,122.1153,148.6712,21.0109,168.0,run_3,174.9116,-0.6307,48.0,2968.7379,12.3455,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1323,0.0028,2580.0,2007-10-28 04:00:46,79.5726,147.8971,21.0109,170.0,run_3,193.0632,0.1434,48.0,2968.7379,16.5487,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1157,0.0027,2580.0,2007-10-28 04:00:51,79.5726,147.876,21.0109,168.0,run_3,200.8509,0.1644,48.0,2968.7379,12.3455,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.1074,0.0028,2580.0,2007-10-28 04:00:56,79.5726,147.8659,21.0109,168.0,run_3,203.6408,0.1746,48.0,2968.7379,12.3455,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0905,0.0029,2580.0,2007-10-28 04:01:01,79.5726,147.9972,18.2818,168.0,run_3,205.5834,0.0433,48.0,2968.7379,12.3421,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0738,0.0028,2580.0,2007-10-28 04:01:06,79.5726,147.8987,18.2818,168.0,run_3,207.3009,0.1417,48.0,2968.7379,12.3421,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0655,0.0028,2580.0,2007-10-28 04:01:11,79.5726,147.9508,18.2818,170.0,run_3,207.00400000000002,0.0896,48.0,3500.4522,17.4603,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0488,0.0028,2580.0,2007-10-28 04:01:16,79.5726,148.4408,18.2818,170.0,run_3,187.7156,-0.4004,48.0,3500.4522,17.4603,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0317,0.0028,2580.0,2007-10-28 04:01:21,79.5726,149.0498,18.2818,168.0,run_3,170.5291,-1.0094,66.0,2968.7379,11.2003,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0234,0.0028,2580.0,2007-10-28 04:01:26,79.5726,149.1006,18.2818,169.0,run_3,166.0408,-1.0602,66.0,3145.9762,15.9171,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
16.0068,0.0027,2580.0,2007-10-28 04:01:31,79.5726,148.9131,18.2818,168.0,run_3,160.9637,-0.8727,66.0,3145.9762,10.1313,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.99,0.0029,2580.0,2007-10-28 04:01:36,72.6062,148.8284,18.2818,170.0,run_3,158.9081,-0.7879,66.0,2968.7379,15.7967,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.9816,0.0028,2580.0,2007-10-28 04:01:41,72.6062,148.8756,18.2818,168.0,run_3,158.0549,-0.8352,66.0,2968.7379,11.7398,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.9649,0.0028,2580.0,2007-10-28 04:01:46,72.6062,148.4424,18.2818,168.0,run_3,157.6535,-0.402,66.0,2968.7379,11.7398,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.9483,0.0027,2580.0,2007-10-28 04:01:51,72.6062,148.16899999999995,18.2818,170.0,run_3,174.0905,-0.1286,66.0,2968.7379,15.2699,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.9399,0.0028,2580.0,2007-10-28 04:01:56,77.215,147.7729,16.1857,170.0,run_3,185.4474,0.2675,66.0,2968.7379,15.2699,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.9231,0.0027,2580.0,2007-10-28 04:02:01,77.215,147.3391,16.1857,168.0,run_3,197.3983,0.7013,66.0,2968.7379,11.2625,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.9065,0.0028,2580.0,2007-10-28 04:02:06,77.215,147.4414,16.1857,170.0,run_3,203.4078,0.599,66.0,3500.4522,17.6422,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.8981,0.0028,2580.0,2007-10-28 04:02:11,77.215,147.3733,16.1857,168.0,run_3,204.7099,0.6671,72.0,2968.7379,13.0122,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.8812,0.0029,2580.0,2007-10-28 04:02:16,77.215,147.546,16.1857,168.0,run_3,206.7663,0.4945,72.0,2968.7379,13.0122,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
15.8645,0.0027,2580.0,2007-10-28 04:02:21,77.215,147.8614,16.1857,168.0,run_3,207.2504,0.179,72.0,2968.7379,13.0122,F-4,105.63,541.5861483216,-367.59966855839997,0.0024803149606299198,27.32,2440.0407384
