BPOS,BVEL,DEPT,DateTime,GR,HKLD,ROP5,RPM,Run,SPPA,SWOB,Stick_RT,TFLO,TQA,Well,azi,dispEw,dispNs,dls,incl,tvd
14.2637,0.0061,1130.0,2009-04-13 22:36:59,131.8174,91.0945,16.8319,114.0,run_2,159.0064,15.91,72.0,3981.0049,3.63,F-10,122.76,167.2059492552,-101.27350850159999,0.0717716535433071,22.93,1101.6200472
5.182,0.0054,1140.0,2009-04-13 23:16:19,143.2798,96.3197,28.4246,219.0,run_2,188.1586,10.68,9.0,4489.6512,12.7903,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.985,0.0073,1140.0,2009-04-13 23:16:49,137.5486,96.2909,27.6567,219.0,run_2,186.3888,10.71,15.0,4489.6512,12.2009,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.917,0.008,1140.0,2009-04-13 23:16:59,143.2798,96.054,27.1373,218.0,run_2,189.7278,10.95,6.0,4489.6512,12.7083,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.8368,0.008,1140.0,2009-04-13 23:17:09,143.2798,96.3985,27.1373,218.0,run_2,186.7718,10.6,6.0,4489.6512,12.7762,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.7685,0.008,1140.0,2009-04-13 23:17:19,166.2045,95.9414,27.1373,219.0,run_2,189.0081,11.06,9.0,4489.6512,13.0293,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.7116,0.004,1140.0,2009-04-13 23:17:29,166.2045,96.3307,26.7548,219.0,run_2,189.0081,10.67,9.0,4489.6512,13.0293,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.6235,0.0061,1140.0,2009-04-13 23:17:39,160.4733,96.0566,26.7548,218.0,run_2,188.1185,10.95,9.0,4489.6512,12.6287,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.5680000000000005,0.0073,1140.0,2009-04-13 23:17:49,160.4733,96.4923,26.2723,219.0,run_2,189.9224,10.51,9.0,4489.6512,12.1982,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.5043,0.0086,1140.0,2009-04-13 23:17:59,171.9357,96.1205,26.2723,219.0,run_2,188.0444,10.88,15.0,4489.6512,13.1862,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.4239,0.008,1140.0,2009-04-13 23:18:09,171.9357,96.6525,25.7238,218.0,run_2,188.4521,10.35,15.0,4489.6512,13.3975,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
4.3499,0.008,1140.0,2009-04-13 23:18:19,177.6669,96.3796,25.7238,218.0,run_2,188.4521,10.62,12.0,4489.6512,13.3975,F-10,123.56,170.5028620416,-103.4280165624,0.0616601049868767,23.46,1110.811596
35.1601,0.006999999999999999,1150.0,2009-04-14 00:02:29,80.2367,101.4429,25.1112,203.0,run_2,151.6025,6.29,15.0,3980.4342,10.8852,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.996,0.0042,1150.0,2009-04-14 00:02:59,80.2367,101.6861,24.2342,204.0,run_2,147.6673,6.04,6.0,3980.4342,10.6652,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.9826,0.0,1150.0,2009-04-14 00:03:09,91.699,102.2735,24.2342,204.0,run_2,147.6673,5.45,6.0,3980.4342,10.6652,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.0818,-0.0307,1150.0,2009-04-14 00:03:19,91.699,105.0158,24.2342,203.0,run_2,147.136,2.71,24.0,3980.4342,10.1189,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.1454,0.0,1150.0,2009-04-14 00:03:29,80.2367,105.5741,24.2342,203.0,run_2,147.5994,2.15,24.0,3980.4342,8.9234,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.1611,0.0,1150.0,2009-04-14 00:03:39,80.2367,105.5533,24.2342,203.0,run_2,145.9839,2.17,12.0,3980.4342,8.211,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.1476,-0.0717,1150.0,2009-04-14 00:04:09,68.7743,103.7502,24.2342,114.0,run_2,147.79399999999995,3.98,9.0,3980.4342,3.4855,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.0954,0.0244,1150.0,2009-04-14 00:04:29,68.7743,102.5521,24.2342,114.0,run_2,140.7546,5.18,81.0,3980.4342,2.6752,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.872,0.0,1150.0,2009-04-14 00:04:49,91.699,98.5054,22.1715,114.0,run_2,144.8998,9.22,81.0,3980.4342,1.6073,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.872,0.0,1150.0,2009-04-14 00:04:59,80.2367,98.8166,22.1715,114.0,run_2,147.6056,8.91,81.0,3980.4342,1.3737,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.8717,0.0,1150.0,2009-04-14 00:05:09,80.2367,99.2181,22.1715,115.0,run_2,145.7368,8.51,81.0,3980.4342,1.0184,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.0113,-0.0628,1150.0,2009-04-14 00:05:19,80.2367,104.81299999999999,22.1715,115.0,run_2,145.7368,2.92,81.0,3980.4342,1.0184,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.8056,-0.0013,1150.0,2009-04-14 00:05:29,80.2367,96.0181,20.0783,114.0,run_2,146.2434,11.71,81.0,3980.4342,-2.0472,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.1205,0.0077,1150.0,2009-04-14 00:05:59,91.699,103.2338,20.0783,114.0,run_2,145.5978,4.49,81.0,3980.4342,-2.1192,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.0785,0.0,1150.0,2009-04-14 00:06:09,85.9678,101.9574,20.0783,114.0,run_2,142.892,5.77,81.0,3980.4342,-2.0780000000000003,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
35.0785,0.0,1150.0,2009-04-14 00:06:19,85.9678,102.9329,20.0783,114.0,run_2,142.16,4.8,81.0,3980.4342,-2.1002,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.9794,0.0153,1150.0,2009-04-14 00:06:59,74.5055,101.1458,20.0783,114.0,run_2,144.248,6.58,81.0,3980.4342,-1.7344,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.8685,0.0083,1150.0,2009-04-14 00:07:09,74.5055,99.8507,20.0783,114.0,run_2,140.8163,7.88,81.0,3980.4342,-1.7852,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.8059,0.0034,1150.0,2009-04-14 00:07:19,80.2367,97.4397,20.0783,114.0,run_2,140.8163,10.29,81.0,3980.4342,-1.7852,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.7732,0.0034,1150.0,2009-04-14 00:07:29,80.2367,96.3101,20.0783,114.0,run_2,144.0997,11.42,81.0,3980.4342,-1.8061,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.765,0.0013,1150.0,2009-04-14 00:07:39,80.2367,96.7951,20.0783,114.0,run_2,149.0171,10.93,81.0,3980.4342,-1.7531,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.7271,0.0036,1150.0,2009-04-14 00:07:49,80.2367,95.1359,20.0783,114.0,run_2,149.0171,12.59,81.0,3980.4342,-1.7531,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.7189,0.0015,1150.0,2009-04-14 00:07:59,80.2367,95.7556,20.0783,114.0,run_2,148.5909,11.97,81.0,3980.4342,-1.7773,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.7022,0.0,1150.0,2009-04-14 00:08:09,80.2367,95.491,20.0783,114.0,run_2,149.1407,12.24,81.0,3980.4342,0.4371,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.6757,0.0049,1150.0,2009-04-14 00:08:19,80.2367,94.8863,20.0783,114.0,run_2,149.4002,12.84,81.0,3980.4342,0.7572,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.6468,0.0,1150.0,2009-04-14 00:08:29,80.2367,93.7973,16.3013,114.0,run_2,149.4002,13.93,81.0,3980.4342,0.7572,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.5705,0.0027,1150.0,2009-04-14 00:08:49,85.9678,92.2968,16.3013,114.0,run_2,148.6897,15.43,81.0,3980.4342,0.7877,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.5349,0.0034,1150.0,2009-04-14 00:08:59,85.9678,92.4721,16.3013,114.0,run_2,149.5731,15.26,81.0,3980.4342,1.8817,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.4978,0.0034,1150.0,2009-04-14 00:09:09,80.2367,92.6903,15.1827,114.0,run_2,149.5731,15.04,81.0,3980.4342,1.8817,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.4608,0.0042,1150.0,2009-04-14 00:09:19,80.2367,92.4851,15.1827,114.0,run_2,153.6349,15.24,81.0,3980.4342,1.1195,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.4364,0.0007,1150.0,2009-04-14 00:09:29,80.2367,92.6403,15.1827,114.0,run_2,150.9785,15.09,81.0,3980.4342,1.0889,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.396,0.0042,1150.0,2009-04-14 00:09:39,80.2367,92.6684,15.1827,114.0,run_2,152.5631,15.06,81.0,3980.4342,1.8111,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.3652,0.0042,1150.0,2009-04-14 00:09:49,80.2367,92.411,15.1827,114.0,run_2,152.5631,15.32,81.0,3980.4342,1.8111,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.3348,0.0028,1150.0,2009-04-14 00:09:59,74.5055,92.4893,14.1436,114.0,run_2,153.1222,15.24,81.0,3980.4342,1.7912,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.3021,0.0034,1150.0,2009-04-14 00:10:09,74.5055,92.8058,14.1436,114.0,run_2,151.9762,14.92,81.0,3980.4342,1.7598,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.2726,0.0021,1150.0,2009-04-14 00:10:19,68.7743,92.6411,14.1436,114.0,run_2,152.6002,15.09,81.0,3980.4342,1.7488,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
34.2434,0.0036,1150.0,2009-04-14 00:10:29,68.7743,92.6835,14.1436,114.0,run_2,152.6002,15.04,81.0,3980.4342,1.7488,F-10,123.79,173.867091432,-105.6697065672,0.0775590551181102,24.23,1119.9580344
25.1667,0.0042,1160.0,2009-04-14 00:55:59,85.9678,90.8868,15.6259,114.0,run_2,162.6574,16.84,72.0,3980.4342,5.9802,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
25.1061,0.0057,1160.0,2009-04-14 00:56:09,85.9678,91.3047,15.6259,114.0,run_2,164.418,16.42,72.0,3980.4342,6.0484,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
25.0592,0.0049,1160.0,2009-04-14 00:56:19,85.9678,91.1742,15.6259,115.0,run_2,163.3338,16.55,72.0,3980.4342,5.9814,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
25.0132,0.0055,1160.0,2009-04-14 00:56:29,91.699,91.26,16.8983,114.0,run_2,162.055,16.47,72.0,3980.4342,7.5825,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.9497,0.0055,1160.0,2009-04-14 00:56:39,91.699,91.3094,16.8983,114.0,run_2,163.0682,16.42,72.0,3980.4342,7.5624,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.8992,0.0064,1160.0,2009-04-14 00:56:49,85.9678,91.4316,17.7769,114.0,run_2,163.0682,16.3,72.0,3980.4342,7.5624,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.8456,0.0063,1160.0,2009-04-14 00:56:59,85.9678,91.3334,17.7769,114.0,run_2,164.0164,16.39,72.0,3980.4342,7.5561,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.7732,0.006999999999999999,1160.0,2009-04-14 00:57:09,91.699,91.3917,17.7769,114.0,run_2,161.5856,16.34,72.0,3980.4342,7.5085,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.7203,0.0055,1160.0,2009-04-14 00:57:19,91.699,91.2143,18.4601,114.0,run_2,161.5856,16.51,72.0,3980.4342,7.5085,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.6654,0.006999999999999999,1160.0,2009-04-14 00:57:29,108.8926,91.6039,18.4601,114.0,run_2,158.3917,16.12,72.0,3980.4342,7.4059,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.5866,0.006999999999999999,1160.0,2009-04-14 00:57:39,108.8926,91.8302,19.0211,114.0,run_2,163.062,15.9,72.0,3980.4342,7.159,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.5274,0.0063,1160.0,2009-04-14 00:57:49,108.8926,92.0622,19.0211,114.0,run_2,159.1701,15.67,72.0,3980.4342,6.9639999999999995,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.4683,0.0063,1160.0,2009-04-14 00:57:59,103.1614,91.6693,19.0211,114.0,run_2,159.1701,16.06,72.0,3980.4342,6.9639999999999995,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.3896,0.006999999999999999,1160.0,2009-04-14 00:58:09,103.1614,91.6613,19.4241,114.0,run_2,163.7384,16.07,72.0,3980.4342,5.5792,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.3305,0.0063,1160.0,2009-04-14 00:58:19,120.355,91.5503,19.4241,114.0,run_2,162.2465,16.18,72.0,3980.4342,4.6084,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.2711,0.006999999999999999,1160.0,2009-04-14 00:58:29,120.355,91.4991,19.9437,114.0,run_2,162.3454,16.23,72.0,3980.4342,5.1898,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
24.1933,0.006999999999999999,1160.0,2009-04-14 00:58:39,120.355,91.5339,19.9437,114.0,run_2,162.3454,16.19,72.0,3980.4342,5.1898,F-10,123.68,177.3328658568,-107.98407765600001,0.0801312335958005,25.03,1129.0480848
15.1626,0.008,1170.0,2009-04-14 01:26:29,131.8174,90.2613,21.9346,114.0,run_2,160.5076,17.47,72.0,3980.4342,3.8349,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
15.0713,0.0067,1170.0,2009-04-14 01:26:39,131.8174,90.1757,22.7784,114.0,run_2,159.8713,17.55,72.0,3980.4342,3.9525,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
15.0095,0.008,1170.0,2009-04-14 01:26:49,131.8174,90.1502,22.7784,114.0,run_2,164.4705,17.58,72.0,3980.4342,4.0449,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.8666,0.0054,1170.0,2009-04-14 01:27:09,149.0109,89.9647,23.1968,114.0,run_2,160.2327,17.76,72.0,3980.4342,3.9960000000000004,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.8051,0.0073,1170.0,2009-04-14 01:27:19,149.0109,90.04700000000004,23.3977,114.0,run_2,160.2327,17.68,72.0,3980.4342,3.9960000000000004,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.7496,0.0067,1170.0,2009-04-14 01:27:29,149.0109,90.4203,23.3977,114.0,run_2,162.8828,17.31,72.0,3980.4342,3.9965,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.6592,0.008,1170.0,2009-04-14 01:27:39,149.0109,90.3801,23.9859,114.0,run_2,162.1817,17.35,72.0,3980.4342,4.0132,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.5897,0.0073,1170.0,2009-04-14 01:27:49,143.2798,90.2577,23.9859,114.0,run_2,162.2219,17.47,72.0,3980.4342,4.0773,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.5191,0.008,1170.0,2009-04-14 01:27:59,143.2798,90.7036,24.6199,114.0,run_2,162.2219,17.02,72.0,3980.4342,4.0773,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.4231,0.008,1170.0,2009-04-14 01:28:09,143.2798,90.9163,24.6199,114.0,run_2,162.6388,16.81,72.0,3980.4342,4.0738,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.3511,0.008,1170.0,2009-04-14 01:28:19,143.2798,90.7209,24.8587,114.0,run_2,160.7392,17.01,72.0,3980.4342,4.2089,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.2793,0.008,1170.0,2009-04-14 01:28:29,149.0109,90.5817,24.8587,114.0,run_2,160.2697,17.15,72.0,3980.4342,4.1732,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
14.184000000000001,0.0073,1170.0,2009-04-14 01:28:39,149.0109,89.9558,24.8922,114.0,run_2,160.2697,17.77,72.0,3980.4342,4.1732,F-10,123.27,180.90295960560002,-110.3446219824,0.0644324146981627,25.65,1138.0860144
5.1531,0.0113,1180.0,2009-04-14 01:47:39,114.6238,97.0385,39.8016,204.0,run_2,158.4041,10.69,9.0,3980.4342,12.8554,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
5.0536,0.0113,1180.0,2009-04-14 01:47:49,108.8926,97.0765,39.8061,204.0,run_2,158.4041,10.65,9.0,3980.4342,12.8554,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.954,0.0113,1180.0,2009-04-14 01:47:59,108.8926,97.115,39.8061,203.0,run_2,156.0504,10.61,9.0,3980.4342,12.5057,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.8214,0.0107,1180.0,2009-04-14 01:48:09,108.8926,97.0998,39.8106,204.0,run_2,157.6072,10.63,12.0,3980.4342,12.3148,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.7219,0.0107,1180.0,2009-04-14 01:48:19,108.8926,96.8229,39.8061,204.0,run_2,157.6072,10.91,12.0,3980.4342,12.3148,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.6224,0.0113,1180.0,2009-04-14 01:48:29,97.4302,96.5975,39.8061,203.0,run_2,154.438,11.13,12.0,3980.4342,11.592,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.4898,0.0113,1180.0,2009-04-14 01:48:39,97.4302,96.2891,39.8061,203.0,run_2,158.6017,11.44,12.0,3980.4342,12.7055,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.3904,0.0115,1180.0,2009-04-14 01:48:49,103.1614,95.839,39.8061,204.0,run_2,157.6565,11.89,6.0,3980.4342,12.9215,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
4.2909,0.0107,1180.0,2009-04-14 01:48:59,103.1614,95.4706,39.8106,204.0,run_2,157.6565,12.26,6.0,3980.4342,12.9215,F-10,122.53,184.58168681759997,-112.7240928648,0.0744324146981627,26.32,1147.0748712000002
35.0152,0.0112,1190.0,2009-04-14 02:23:39,108.8926,98.8373,39.6219,203.0,run_2,154.4473,9.61,9.0,3981.0049,11.3782,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.9162,0.0104,1190.0,2009-04-14 02:23:49,120.355,98.2642,39.6219,204.0,run_2,155.6025,10.19,24.0,3981.0049,12.3874,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.8172,0.0106,1190.0,2009-04-14 02:23:59,120.355,98.31200000000001,39.6219,204.0,run_2,160.4458,10.14,24.0,3981.0049,12.9423,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.6851,0.0104,1190.0,2009-04-14 02:24:09,131.8174,98.14399999999999,39.6264,204.0,run_2,160.4458,10.31,9.0,3981.0049,12.9423,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.5859,0.0112,1190.0,2009-04-14 02:24:19,131.8174,98.3353,39.6264,203.0,run_2,162.6697,10.12,9.0,3981.0049,13.3879,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.4869,0.0112,1190.0,2009-04-14 02:24:29,131.8174,98.2049,39.6264,204.0,run_2,159.9546,10.25,9.0,3981.0049,13.3421,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.3548,0.0112,1190.0,2009-04-14 02:24:39,131.8174,98.0115,39.6219,204.0,run_2,158.4535,10.44,9.0,3981.0049,13.1702,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.2558,0.0104,1190.0,2009-04-14 02:24:49,177.6669,98.1317,39.6219,204.0,run_2,158.4535,10.32,9.0,3981.0049,13.1702,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
34.1567,0.0112,1190.0,2009-04-14 02:24:59,177.6669,97.7415,39.6264,204.0,run_2,160.3315,10.71,15.0,3981.0049,13.9709,F-10,121.79,188.36962783200002,-115.105485816,0.0616469816272966,26.84,1156.018008
25.0567,0.0083,1200.0,2009-04-14 02:52:09,217.7852,91.1126,28.6613,114.0,run_2,162.157,17.34,78.0,3981.0049,6.619,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.9825,0.0077,1200.0,2009-04-14 02:52:19,217.7852,91.2535,28.7858,114.0,run_2,162.157,17.2,78.0,3981.0049,6.619,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.9086,0.0085,1200.0,2009-04-14 02:52:29,206.3228,91.5353,28.7858,114.0,run_2,161.5207,16.92,78.0,3981.0049,6.65,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.8097,0.0085,1200.0,2009-04-14 02:52:39,206.3228,91.6056,28.995,114.0,run_2,161.8882,16.85,78.0,3981.0049,6.6409,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.7357,0.0083,1200.0,2009-04-14 02:52:49,223.5164,91.815,28.995,114.0,run_2,161.8882,16.64,78.0,3981.0049,6.6409,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.6615,0.0083,1200.0,2009-04-14 02:52:59,223.5164,91.8202,29.1636,114.0,run_2,160.1461,16.63,78.0,3981.0049,6.6175,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.5627,0.0083,1200.0,2009-04-14 02:53:09,217.7852,92.2059,29.435,114.0,run_2,159.9732,16.25,78.0,3981.0049,6.5771,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.4146,0.0083,1200.0,2009-04-14 02:53:29,217.7852,92.4849,29.5116,114.0,run_2,160.9183,15.97,78.0,3981.0049,6.5553,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.3159,0.0076,1200.0,2009-04-14 02:53:39,212.054,92.3125,29.5116,114.0,run_2,161.5979,16.14,78.0,3981.0049,6.4497,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.2419,0.0083,1200.0,2009-04-14 02:53:49,212.054,92.6215,29.5838,114.0,run_2,161.5979,15.83,78.0,3981.0049,6.4497,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
24.1678,0.0083,1200.0,2009-04-14 02:53:59,177.6669,92.6193,29.5838,114.0,run_2,160.5199,15.83,78.0,3981.0049,6.4057,F-10,120.99,192.2551444704,-117.47598582479999,0.0594520997375328,27.31,1164.9224352
15.0177,0.0101,1210.0,2009-04-14 03:10:29,143.2798,90.3659,35.9396,114.0,run_2,166.46900000000005,18.09,78.0,3981.0049,5.9365,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.9089,0.0113,1210.0,2009-04-14 03:10:39,137.5486,90.4348,35.4283,114.0,run_2,167.7632,18.02,78.0,3981.0049,5.9503,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.8238,0.008,1210.0,2009-04-14 03:10:49,137.5486,90.4112,34.8447,114.0,run_2,167.7632,18.04,78.0,3981.0049,5.9503,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.7486,0.0073,1210.0,2009-04-14 03:10:59,131.8174,90.684,34.8447,114.0,run_2,164.4643,17.77,78.0,3981.0049,5.9846,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.6327,0.0115,1210.0,2009-04-14 03:11:09,131.8174,90.5275,34.0209,114.0,run_2,167.9331,17.92,78.0,3981.0049,5.9618,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.5474,0.0088,1210.0,2009-04-14 03:11:19,131.8174,90.5411,34.0209,114.0,run_2,167.9331,17.91,78.0,3981.0049,5.9618,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.2576,0.0073,1210.0,2009-04-14 03:11:49,149.0109,90.5542,33.7787,114.0,run_2,163.9053,17.9,78.0,3981.0049,5.9235,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
14.1629,0.0094,1210.0,2009-04-14 03:11:59,149.0109,89.6949,34.0407,114.0,run_2,163.9053,18.76,78.0,3981.0049,5.9235,F-10,120.37,196.238306532,-119.8388615664,0.0629330708661417,27.87,1173.7851048
4.9629,0.0147,1220.0,2009-04-14 03:26:59,137.5486,95.4647,56.3159,204.0,run_2,164.9462,12.99,15.0,3981.0049,14.7801,F-10,119.92,200.3155225584,-122.2064394576,0.0561614173228347,28.39,1182.604188
